"DOI","openalex_id","Year","Authors","Title","Journal","Open Access"
"10.1002/da.20511","https://openalex.org/W2162680721",2009,"Angela C. Berry; David Rosenfield; Jasper A. J. Smits","Extinction retention predicts improvement in social anxiety symptoms following exposure therapy","Depression and Anxiety",FALSE
"10.1037/0003-066x.61.9.959","https://openalex.org/W1984061997",2006,"Ty Tashiro; Laura Mortensen","Translational research: How social psychology can improve psychotherapy.","American Psychologist",FALSE
"10.1037/0022-006x.74.2.367","https://openalex.org/W2015064284",2006,"Timothy J. Strauman; Angela Z. Vieth; Kari A. Merrill; Gregory G. Kolden; Teresa E. Woods; Marjorie H. Klein; Alison A. Papadakis; Kristin L. Schneider; Lori Kwapil","Self-system therapy as an intervention for self-regulatory dysfunction in depression: A randomized comparison with cognitive therapy.","Journal of Consulting and Clinical Psychology",FALSE
"10.1093/clipsy.bph081","https://openalex.org/W1983804489",2004,"Timothy J. Strauman; Kari A. Merrill","The basic science/clinical science interface and treatment development.","Clinical Psychology-science and Practice",FALSE
"10.1037/cps0000003","https://openalex.org/W3155327340",2021,"Matthew W. Southward; Shannon Sauer-Zavala; Jennifer S. Cheavens","Specifying the mechanisms and targets of emotion regulation: A translational framework from affective science to psychological treatment.","Clinical Psychology-science and Practice",NA
"10.1016/j.neubiorev.2021.05.022","https://openalex.org/W3165559107",2021,"Denise A. Hien; Teresa Lopez-Castro; Skye Fitzpatrick; Lesia M. Ruglass; Eric A. Fertuck; Robert D. Melara","A unifying translational framework to advance treatment research for comorbid PTSD and substance use disorders","Neuroscience & Biobehavioral Reviews",FALSE
"10.1093/schbul/sbaa006","https://openalex.org/W3006724384",2020,"Daisuke Koshiyama; Kenji Kirihara; Mariko Tada; Tatsuya Nagai; Mao Fujioka; Kaori Usui; Tsuyoshi Araki; Kiyoto Kasai","Reduced Auditory Mismatch Negativity Reflects Impaired Deviance Detection in Schizophrenia","Schizophrenia Bulletin",TRUE
"10.3389/fpsyt.2019.00599","https://openalex.org/W2965229771",2019,"Greg Murray","What Would Digital Early Intervention for Bipolar Disorder Look Like? Theoretical and Translational Considerations for Future Therapies","Frontiers in Psychiatry",TRUE
"10.1016/j.chc.2021.04.014","https://openalex.org/W3164647349",2021,"Ellen Leibenluft; Katharina Kircanski","Chronic Irritability in Youth","Child and Adolescent Psychiatric Clinics of North America",FALSE
"10.1177/0013164420919898","https://openalex.org/W3034133837",2021,"Michael L. Thomas; Gregory G. Brown; Virginie M. Patt; John R Duffy","Latent Variable Modeling and Adaptive Testing for Experimental Cognitive Psychopathology Research","Educational and Psychological Measurement",FALSE
"10.1016/j.conb.2020.11.007","https://openalex.org/W3110503640",2021,"Charles L. Ford; Larry J. Young","Translational opportunities for circuit-based social neuroscience: advancing 21st century psychiatry","Current Opinion in Neurobiology",FALSE
"10.1002/da.23119","https://openalex.org/W3108619027",2021,"Andre Pittig; Juliane M. Boschet; Valentina M. Glück; Kristina Schneider","Elevated costly avoidance in anxiety disorders: Patients show little downregulation of acquired avoidance in face of competing rewards for approach","Depression and Anxiety",TRUE
"10.1016/j.biopsych.2020.08.030","https://openalex.org/W3102999136",2021,"Amit Lazarov; Yair Bar-Haim","Emerging Domain-Based Treatments for Pediatric Anxiety Disorders","Biological Psychiatry",FALSE
"10.1016/j.ejpsy.2019.11.003","https://openalex.org/W2997029470",2020,"C.M. van der Feltz-Cornelis","Diagnostic profiling in clinical translational research — a European perspective","European Journal of Psychiatry",NA
"10.1007/s10488-020-01058-7","https://openalex.org/W3036190175",2021,"Jessica L. Bourdon; John M. Hettema; Elizabeth Prom-Wormley; Michael A. Southam-Gerow","Assessing Stakeholder Perceptions of the Utility of Genetic Information for the Clinical Care of Mental Health Disorders: We Have a Will but Need to See the Way","Administration and Policy in Mental Health",NA
"10.1016/j.cpr.2020.101860","https://openalex.org/W3023382228",2020,"Courtney N. Forbes","New directions in behavioral activation: Using findings from basic science and translational neuroscience to inform the exploration of potential mechanisms of change","Clinical Psychology Review",FALSE
"10.1146/annurev-clinpsy-050718-095530","https://openalex.org/W3008523340",2020,"Kieran J. O’Donnell; Michael J. Meaney","Epigenetics, Development, and Psychopathology","Annual Review of Clinical Psychology",FALSE
"10.1037/emo0000675","https://openalex.org/W3001021282",2020,"Rebecca L. Silton; Ian J. Kahrilas; Haley V. Skymba; Jennifer A. Smith; Fred B. Bryant; Wendy Heller","Regulating positive emotions: Implications for promoting well-being in individuals with depression.","Emotion",NA
"10.1002/jeab.565","https://openalex.org/W2990596783",2020,"Michael W. Schlund; Madonna Ludlum; Sandy K. Magee; Erin B. Tone; Adam T. Brewer; David M. Richman; Simon Dymond","Renewal of fear and avoidance in humans to escalating threat: Implications for translational research on anxiety disorders","Journal of the Experimental Analysis of Behavior",NA
"10.1037/abn0000406","https://openalex.org/W2948932066",2019,"Anne-Wil Kruijt; Sam Parsons; Elaine Fox","A meta-analysis of bias at baseline in RCTs of attention bias modification: No evidence for dot-probe bias towards threat in clinical anxiety and PTSD.","Journal of Abnormal Psychology",NA
"10.1017/s0954579419000300","https://openalex.org/W2937990063",2019,"Elise M. Cardinale; Anni R. Subar; Melissa A. Brotman; Ellen Leibenluft; Katharina Kircanski; Daniel S. Pine","Inhibitory control and emotion dysregulation: A framework for research on anxiety","Development and Psychopathology",NA
"10.1007/s40894-018-0092-5","https://openalex.org/W2891502746",2019,"Pan Liu; Koraly Pérez-Edgar","Developmental Pathways from Early Behavioral Inhibition to Later Anxiety: An Integrative Review of Developmental Psychopathology Research and Translational Implications","Adolescent research review",FALSE
"10.1016/j.brat.2019.103417","https://openalex.org/W2948565408",2019,"Barnaby D. Dunn; Heather O’Mahen; Kim Wright; Gary Brown","A commentary on research rigour in clinical psychological science: How to avoid throwing out the innovation baby with the research credibility bath water in the depression field","Behaviour Research and Therapy",FALSE
"10.1037/tps0000199","https://openalex.org/W2972516303",2019,"Emily G. Lowery-Gionta; Matthew May; Rachel M. Taylor; Elizabeth M Bergman; Mahder T. Etuma; Isaac H. Jeong; Laurence Simmons; Matthew C. Ventura; Vincent F. Capaldi; Liana M. Matson; Nicole L. T. Moore","Modeling trauma to develop treatments for posttraumatic stress.","Translational issues in psychological science",TRUE
"10.1038/s41380-019-0383-7","https://openalex.org/W2921576925",2019,"Gopalkumar Rakesh; Rajendra A. Morey; Anthony S. Zannas; Zainab Malik; Christine E. Marx; Ashley N. Clausen; Michael D. Kritzer; Steven T. Szabo","Resilience as a translational endpoint in the treatment of PTSD","Molecular Psychiatry",FALSE
"10.1016/j.brat.2019.103411","https://openalex.org/W2946375157",2019,"Miriam K. Forbes; Ronald M. Rapee; Robert F. Krueger","Opportunities for the prevention of mental disorders by reducing general psychopathology in early childhood","Behaviour Research and Therapy",NA
"10.1016/j.neubiorev.2019.01.007","https://openalex.org/W2908237489",2019,"Simon Dymond","Overcoming avoidance in anxiety disorders: The contributions of Pavlovian and operant avoidance extinction methods","Neuroscience & Biobehavioral Reviews",NA
"10.1016/j.biopsych.2018.09.004","https://openalex.org/W2891291514",2019,"Samuel T. Wilkinson; Paul E. Holtzheimer; Shan Gao; David S. Kirwin; Rebecca B. Price","Leveraging Neuroplasticity to Enhance Adaptive Learning: The Potential for Synergistic Somatic-Behavioral Treatment Combinations to Improve Clinical Outcomes in Depression","Biological Psychiatry",TRUE
"10.1007/s11121-017-0851-8","https://openalex.org/W2765341753",2019,"Diana Fishbein; Jacinda K. Dariotis","Personalizing and Optimizing Preventive Intervention Models via a Translational Neuroscience Framework","Prevention Science",FALSE
"10.1037/ccp0000320","https://openalex.org/W2902187754",2018,"Zhang Chen; Harm Veling; Stijn P. de Vries; Bas Olde Bijvank; Ignace M. C. Janssen; Ap Dijksterhuis; Rob W. Holland","Go/no-go training changes food evaluation in both morbidly obese and normal-weight individuals.","Journal of Consulting and Clinical Psychology",FALSE
"10.1176/appi.neuropsych.17100200","https://openalex.org/W2809888716",2018,"David L. Perez; Matcheri S. Keshavan; Jeremiah M. Scharf; Aaron D. Boes; Bruce H. Price","Bridging the Great Divide: What Can Neurology Learn From Psychiatry?","Journal of Neuropsychiatry and Clinical Neurosciences",TRUE
"10.3389/fpsyt.2018.00513","https://openalex.org/W2896686639",2018,"Rachael G. Horne; Jane A. Foster","Metabolic and Microbiota Measures as Peripheral Biomarkers in Major Depressive Disorder","Frontiers in Psychiatry",TRUE
"10.1007/s10567-018-0267-4","https://openalex.org/W2888709897",2018,"Candice A. Alfano","(Re)Conceptualizing Sleep Among Children with Anxiety Disorders: Where to Next?","Clinical Child and Family Psychology Review",FALSE
"10.1038/s41386-019-0552-z","https://openalex.org/W2980562260",2020,"Claudia Ebrahimi; Johanna Gechter; Ulrike Lueken; Florian Schlagenhauf; Hans-Ulrich Wittchen; Alfons O. Hamm; Andreas Ströhle","Augmenting extinction learning with d-cycloserine reduces return of fear: a randomized, placebo-controlled fMRI study","Neuropsychopharmacology",TRUE
"10.1017/sjp.2017.41","https://openalex.org/W2766635959",2017,"Simon E. Blackwell; Marcella L. Woud; Colin MacLeod","A Question of Control? Examining the Role of Control Conditions in Experimental Psychopathology using the Example of Cognitive Bias Modification Research","Spanish Journal of Psychology",TRUE
"10.3109/10253890.2011.644604","https://openalex.org/W2097281254",2012,"Dirk H. Hellhammer; Torsten Hero; Friedemann Gerhards; J. Hellhammer","Neuropattern: A new translational tool to detect and treat stress pathology I. Strategical consideration","Stress",FALSE
"10.1016/j.cpr.2020.101952","https://openalex.org/W3101149835",2021,"Katherine Schaumberg; Erin E. Reilly; Sasha Gorrell; Cheri A. Levinson; Nicholas R. Farrell; Tiffany A. Brown; Kathryn M. Smith; Lauren M. Schaefer; Jamal H. Essayli; Ann F. Haynos; Drew A. Anderson","Conceptualizing eating disorder psychopathology using an anxiety disorders framework: Evidence and implications for exposure-based clinical research","Clinical Psychology Review",NA
"10.1017/s0954579406060391","https://openalex.org/W2112502352",2006,"Kenneth A. Dodge","Translational science in action: Hostile attributional style and the development of aggressive behavior problems","Development and Psychopathology",NA
"10.1017/s0954579406060317","https://openalex.org/W2168543312",2006,"Dante Cicchetti; Sheree L. Toth","Building bridges and crossing them: Translational research in developmental psychopathology","Development and Psychopathology",TRUE
"10.1016/j.neuroscience.2015.06.012","https://openalex.org/W599295124",2016,"Hélène Wurtz; M. El-Khoury-Malhame; Frank H. Wilhelm; Tanja Michael; Eva Maria Beetz; J. Roques; Emmanuelle Reynaud; Julien Courtin; Stéphanie Khalfa; Cyril Herry","Preventing long-lasting fear recovery using bilateral alternating sensory stimulation: A translational study","Neuroscience",FALSE
"10.1016/j.neubiorev.2019.09.020","https://openalex.org/W2973072420",2019,"Jan Haaker; Stephen Maren; Marta Andreatta; Christian J. Merz; Jan Richter; S. Helene Richter; Shira Meir Drexler; Maren D. Lange; Kay Jüngling; Frauke Nees; Thomas Seidenbecher; Miquel A. Fullana; Carsten T. Wotjak; Tina B. Lonsdorf","Making translation work: Harmonizing cross-species methodology in the behavioural neuroscience of Pavlovian fear conditioning","Neuroscience & Biobehavioral Reviews",TRUE
"10.1016/j.psyneuen.2010.05.003","https://openalex.org/W1976474511",2011,"Christopher R. Pryce; Erich Seifritz","A translational research framework for enhanced validity of mouse models of psychopathological states in depression","Psychoneuroendocrinology",NA
"10.1080/15374416.2016.1239539","https://openalex.org/W2552268464",2016,"Tina Malti; Gil G. Noam; Andreas Beelmann; Simon Sommer","Toward Dynamic Adaptation of Psychological Interventions for Child and Adolescent Development and Mental Health","Journal of Clinical Child and Adolescent Psychology",TRUE
"10.1038/s41398-020-0786-x","https://openalex.org/W3017130587",2020,"Maike Hollandt; Adrian Wroblewski; Yunbo Yang; Isabelle C. Ridderbusch; Tilo Kircher; Alfons O. Hamm; Benjamin Straube; Jan Richter","Facilitating translational science in anxiety disorders by adjusting extinction training in the laboratory to exposure-based therapy procedures","Translational Psychiatry",TRUE
"10.1007/s00278-019-0366-9","https://openalex.org/W2955246299",2019,"Melissa Hitzler; Alexander Karabatsiakis; Iris-Tatjana Kolassa","Biomolekulare Vulnerabilitätsfaktoren psychischer Erkrankungen","Psychotherapeut",FALSE
"10.1027/2151-2604/a000447","https://openalex.org/W3196592077",2021,"Klaus Fiedler; David J. Grüning","A Social Psychological Toolbox for Clinical Psychology","Zeitschrift Fur Psychologie-journal of Psychology",TRUE
"10.1016/j.cpr.2022.102163","https://openalex.org/W4280500746",2022,"Thomas Ehring; Karina Limburg; Anna E. Kunze; Charlotte E. Wittekind; Gabriela G. Werner; Larissa Wolkenstein; Melike Guzey; Barbara Cludius","(When and how) does basic research in clinical psychology lead to more effective psychological treatment for mental disorders?","Clinical Psychology Review",TRUE
"10.1176/appi.ajp.2020.19121231","https://openalex.org/W3128059430",2021,"Yair Bar-Haim; Murray B. Stein; Richard A. Bryant; Paul D. Bliese; Ariel Ben Yehuda; Morten L. Kringelbach; Sonia Jain; Orrie Dan; Amit Lazarov; Ilan Wald; Ofir Levi; Yuval Neria; Daniel S. Pine","Intrusive Traumatic Reexperiencing: Pathognomonic of the Psychological Response to Traumatic Stress","American Journal of Psychiatry",NA
"10.1016/j.biopsych.2022.04.004","https://openalex.org/W4224305558",2022,"Kari L. Hanson; Simone E. Grant; Lucy H. Funk; Cynthia M. Schumann; Melissa D. Bauman","Impact of Maternal Immune Activation on Nonhuman Primate Prefrontal Cortex Development: Insights for Schizophrenia","Biological Psychiatry",FALSE
"10.1016/j.biopsych.2022.04.010","https://openalex.org/W4225249864",2022,"Erin A. Hazlett; Kim E. Goldstein; M. Mehmet Haznedar; Margaret M. McClure; M. Mercedes Perez-Rodriguez; Antonia S. New; Marianne Goodman; Usha Govindarajulu; Kalpana Nidhi Kapil-Pair; Abigail Feinberg; Emma Smith; Elen-Sarrah Dolgopolskaia","Hyperreactivity and Impaired Habituation of Startle Amplitude During Unpleasant Pictures in Borderline but Not Schizotypal Personality Disorder: Quantifying Emotion Dysregulation","Biological Psychiatry",FALSE
"10.3389/fpsyg.2020.603385","https://openalex.org/W3120002157",2021,"S. Shaun Ho; Yoshio Nakamura; James E. Swain","Compassion As an Intervention to Attune to Universal Suffering of Self and Others in Conflicts: A Translational Framework","Frontiers in Psychology",TRUE
"10.1016/j.neubiorev.2022.104578","https://openalex.org/W4213292657",2022,"Chris A Kelly; Kevin B Freeman; Julie A Schumacher","Treatment-Resistant Depression with Anhedonia: Integrating Clinical and Preclinical Approaches to Investigate Distinct Phenotypes","Neuroscience & Biobehavioral Reviews",FALSE
